906734258,906733546,1
1863521076,1863521102,1
1863521076,1863521039,1
914351453,915474022,12
914351453,914350926,1
1870092200,1870092202,1
1870092200,2504978819,2
906690580,906690691,1
2263182722,1818297821,5
906712436,906712301,3
423734554,268920337,1
914350368,914351002,3
914350368,914352779,3
914350368,914351740,5
914350368,914352165,1
569682650,1863231193,4
569682650,938524572,1
569682650,569682660,3
1826067027,1826067048,2
1826067027,1826067035,1
1826067027,1826067023,2
2222714895,2222713999,13
1817400722,1817400800,3
1817400722,1817400577,2
1817400722,1817400737,1
832671923,853914337,1
832671923,832672026,4
832671923,832671989,4
855723722,877226816,1
1805872658,1805872394,2
1805872658,2263000350,4
1817400731,1817400595,1
906734325,906734068,2
906734325,906734119,1
4233042142,4233042141,1
4233042142,4233042117,1
4233042142,4233042143,1
915232167,915232327,9
852329726,4267879321,22
2008328959,1986214187,6
2008328959,2008328961,1
903731168,903731369,1
1817400758,1817400800,1
1817400758,1817400697,1
1817400758,1817401251,10
610863020,4146677507,1
915232192,915232210,1
915232192,2398081983,3
915232192,915232228,1
915232192,915232175,6
1817400771,1817400992,3
1817400771,1817400762,1
1817400771,1817400842,1
906734361,906734452,1
906734361,906733029,1
913550130,1766545760,15
913550130,913550249,5
913550130,457297240,6
913550130,1166336254,11
1826249193,1826249126,1
4201775963,1997478203,3
906734394,906734334,4
906734398,906733545,2
906734398,906734209,1
4218618005,2212031050,18
4231886920,4231886800,10
4231886920,4231886914,1
4231886920,4231886951,2
1817400842,1817400800,1
1817400842,1817400771,1
1817400842,1817400997,1
3003296281,3003296282,1
3003296281,3003156187,41
826539796,826539553,1
826539796,826539917,3
1817400849,1817401132,1
1817400849,1817400550,10
1997478600,1997478592,2
1997478600,1997478602,1
1997478600,472499707,17
1997478600,1997478591,1
2729274791,2729274790,1
2293345132,2293345131,1
2293345132,2293345133,1
2293345132,2499372751,1
923118457,923112619,1
923118457,923118196,1
852329752,852329987,4
852329752,852330277,1
852329752,852329885,2
2702748544,2702748552,9
2702748544,943749315,1
2702748544,568360020,6
1817400875,1817401036,1
906712625,906713600,3
906712625,906712916,5
906712625,906711877,1
913550218,913550185,3
913550218,913534884,6
913550218,2690763476,1
913550218,913550157,4
802510402,802511984,1
802510402,802638067,1
802510402,802639172,3
1870091846,436900031,1
