838393152,915474007,1
838393152,1184506198,1
838393152,3746076248,1
915474007,838393152,1
915474007,1184506198,1
915474007,3746076248,1
1184506198,838393152,1
1184506198,915474007,1
1184506198,3746076248,1
3746076248,838393152,1
3746076248,915474007,1
3746076248,1184506198,1
838393152,2001957712,12
2001957712,838393152,12
249237060,458631522,14
458631522,249237060,14
910451486,939086478,17
939086478,910451486,17
910451131,910451081,1
910451081,910451131,1
1788608660,250100304,20
250100304,1788608660,20
250100312,250100314,10
250100314,250100312,10
1975594398,250100312,5
250100312,1975594398,5
249823920,938622292,1
938622292,249823920,1
938622292,250102742,17
250102742,938622292,17
267074522,267074522,21
267074522,267074522,21
267074522,910450687,3
910450687,267074522,3
1794076960,2127415662,9
2127415662,1794076960,9
267074553,910450838,3
910450838,267074553,3
267075194,249786903,5
249786903,267075194,5
267196332,267196333,1
267196333,267196332,1
249786895,267196334,1
267196334,249786895,1
267196334,267196335,1
267196335,267196334,1
267196333,267196334,2
267196334,267196333,2
267196333,267196320,2
267196320,267196333,2
267196320,267251575,4
267251575,267196320,4
249786893,249786895,14
249786895,249786893,14
249786895,267196335,1
267196335,249786895,1
267196335,249786893,3
249786893,267196335,3
3746076245,249791380,5
249791380,3746076245,5
267197857,267197856,1
267197856,267197857,1
267197856,3746076247,4
3746076247,267197856,4
267197857,249791380,1
249791380,267197857,1
267197961,1275190716,4
1275190716,267197961,4
267197967,267197973,6
267197973,267197967,6
267197985,267197973,1
267197973,267197985,1
267197973,267197967,2
267197967,267197973,2
267197967,267197975,1
267197975,267197967,1
267197986,267197975,1
267197975,267197986,1
267197975,267197976,1
267197976,267197975,1
1309626321,267197976,1
267197976,1309626321,1
267197983,267197985,1
267197985,267197983,1
267197961,267197959,11
267197959,267197961,11
267197959,267197983,1
267197983,267197959,1
267197983,267197986,2
267197986,267197983,2
267197986,1309626331,1
1309626331,267197986,1
267247457,267247458,1
267247458,267247457,1
458640700,267247456,3
267247456,458640700,3
267247456,267247457,1
267247457,267247456,1
249786899,249786903,14
249786903,249786899,14
249786903,267249951,3
267249951,249786903,3
267249951,249786899,3
249786899,267249951,3
267250994,4083435341,1
4083435341,267250994,1
267251016,267250990,4
267250990,267251016,4
267251576,267251575,1
267251575,267251576,1
267251575,267251590,14
267251590,267251575,14
267251583,267251584,1
267251584,267251583,1
267197831,267196336,4
267196336,267197831,4
267196336,267196342,2
267196342,267196336,2
267250973,267251591,3
267251591,267250973,3
267251591,267251592,1
267251592,267251591,1
267251595,267251592,1
267251592,267251595,1
267251592,267251588,3
267251588,267251592,3
267251588,267197831,1
267197831,267251588,1
3661513066,450631313,13
450631313,3661513066,13
267259483,267259482,2
267259482,267259483,2
563155242,277419942,7
277419942,563155242,7
308723085,291542967,13
291542967,308723085,13
1863525841,855723566,5
855723566,1863525841,5
938622665,308719788,1
308719788,938622665,1
939086519,938622410,1
938622410,939086519,1
938622286,250075250,18
250075250,938622286,18
308722765,1849573429,9
1849573429,308722765,9
308723081,938409480,4
938409480,308723081,4
939086478,939086576,1
939086576,939086478,1
838495921,838495888,6
838495888,838495921,6
838495888,838633289,1
838633289,838495888,1
291542967,838801756,5
838801756,291542967,5
291542746,938409716,9
938409716,291542746,9
291542986,291542749,4
291542749,291542986,4
250102742,938641772,3
938641772,250102742,3
308890672,1524384434,3
1524384434,308890672,3
249823826,249823823,4
249823823,249823826,4
249823949,249823826,15
249823826,249823949,15
905284244,308933876,2
308933876,905284244,2
345265006,309641061,15
309641061,345265006,15
309641061,309641210,4
309641210,309641061,4
315999114,905284980,16
905284980,315999114,16
562615459,345234455,4
345234455,562615459,4
345234455,345234458,1
345234458,345234455,1
345234458,345265062,6
345265062,345234458,6
345265068,345234471,11
345234471,345265068,11
345234471,345234473,1
345234473,345234471,1
345234473,562615471,5
562615471,345234473,5
943560309,943559774,2
943559774,943560309,2
345265068,432874004,1
432874004,345265068,1
915473919,345265062,7
345265062,915473919,7
345265062,345265068,2
345265068,345265062,2
355435732,355435734,2
355435734,355435732,2
395135106,458640658,11
458640658,395135106,11
291542749,938372583,2
938372583,291542749,2
427851205,427851241,10
427851241,427851205,10
427851224,427851234,11
427851234,427851224,11
427851234,427851241,7
427851241,427851234,7
427851255,427851261,6
427851261,427851255,6
450633464,432874009,20
432874009,450633464,20
250102742,575875034,6
575875034,250102742,6
277419932,441879079,19
441879079,277419932,19
442789385,442789387,11
442789387,442789385,11
855723873,442873987,19
442873987,855723873,19
855723581,2823306736,2
2823306736,855723581,2
250100312,448444388,15
448444388,250100312,15
250100304,250100409,2
250100409,250100304,2
250100409,250100314,1
250100314,250100409,1
250100314,250100306,4
250100306,250100314,4
450632353,450632577,10
450632577,450632353,10
450633776,450633464,4
450633464,450633776,4
450633464,450633776,4
450633776,450633464,4
450633776,561316977,12
561316977,450633776,12
562591589,432874004,3
432874004,562591589,3
432874004,291542988,12
291542988,432874004,12
291542988,450635536,33
450635536,291542988,33
432874012,450636718,27
450636718,432874012,27
450637037,450637597,17
450637597,450637037,17
450639208,450639343,8
450639343,450639208,8
450640191,450640554,8
450640554,450640191,8
450641620,450641631,12
450641631,450641620,12
450641631,450642148,8
450642148,450641631,8
450636275,450642148,1
450642148,450636275,1
450642148,915474104,3
915474104,450642148,3
458631458,913282602,21
913282602,458631458,21
308723214,458640628,4
458640628,308723214,4
458640638,458640642,5
458640642,458640638,5
458640643,458640636,3
458640636,458640643,3
458640640,458640644,2
458640644,458640640,2
458640628,458640643,6
458640643,458640628,6
458640643,395135106,3
395135106,458640643,3
308722765,308723081,12
308723081,308722765,12
308723081,308722765,5
308722765,308723081,5
291542978,458640696,6
458640696,291542978,6
308723085,458640685,5
458640685,308723085,5
278163923,278163926,1
278163926,278163923,1
278163926,464964127,1
464964127,278163926,1
464964200,278163912,1
278163912,464964200,1
278163912,442789387,1
442789387,278163912,1
442789387,315999107,3
315999107,442789387,3
